Person ID,First name,Last name,Party,Constituency,URI
10045,Clive,Betts,Labour,Sheffield South East,http://www.theyworkforyou.com/mp/clive_betts/sheffield_south_east
24748,Andrew,Bingham,Conservative,High Peak,http://www.theyworkforyou.com/mp/andrew_bingham/high_peak
11742,Brian,Binley,Conservative,Northampton South,http://www.theyworkforyou.com/mp/brian_binley/northampton_south
24793,Gordon,Birtwistle,Liberal Democrat,Burnley,http://www.theyworkforyou.com/mp/gordon_birtwistle/burnley
24945,Bob,Blackman,Conservative,Harrow East,http://www.theyworkforyou.com/mp/bob_blackman/harrow_east
11558,Roberta,Blackman-Woods,Labour,City of Durham,http://www.theyworkforyou.com/mp/roberta_blackman-woods/city_of_durham
24842,Nicola,Blackwood,Conservative,Oxford West and Abingdon,http://www.theyworkforyou.com/mp/nicola_blackwood/oxford_west_and_abingdon
10048,Hazel,Blears,Labour,Salford and Eccles,http://www.theyworkforyou.com/mp/hazel_blears/salford_and_eccles
24848,Tom,Blenkinsop,Labour,Middlesbrough South and East Cleveland,http://www.theyworkforyou.com/mp/tom_blenkinsop/middlesbrough_south_and_east_cleveland
24943,Paul,Blomfield,Labour,Sheffield Central,http://www.theyworkforyou.com/mp/paul_blomfield/sheffield_central
10050,David,Blunkett,Labour,"Sheffield, Brightside and Hillsborough",http://www.theyworkforyou.com/mp/david_blunkett/sheffield%2C_brightside_and_hillsborough
10051,Crispin,Blunt,Conservative,Reigate,http://www.theyworkforyou.com/mp/crispin_blunt/reigate
24766,Nicholas,Boles,Conservative,Grantham and Stamford,http://www.theyworkforyou.com/mp/nicholas_boles/grantham_and_stamford
11915,Peter,Bone,Conservative,Wellingborough,http://www.theyworkforyou.com/mp/peter_bone/wellingborough
10057,Peter,Bottomley,Conservative,Worthing West,http://www.theyworkforyou.com/mp/peter_bottomley/worthing_west
24725,Karen,Bradley,Conservative,Staffordshire Moorlands,http://www.theyworkforyou.com/mp/karen_bradley/staffordshire_moorlands
10061,Ben,Bradshaw,Labour,Exeter,http://www.theyworkforyou.com/mp/ben_bradshaw/exeter
10062,Graham,Brady,Conservative,Altrincham and Sale West,http://www.theyworkforyou.com/mp/graham_brady/altrincham_and_sale_west
10063,Tom,Brake,Liberal Democrat,Carshalton and Wallington,http://www.theyworkforyou.com/mp/tom_brake/carshalton_and_wallington
24952,Angie,Bray,Conservative,Ealing Central and Acton,http://www.theyworkforyou.com/mp/angie_bray/ealing_central_and_acton
10065,Julian,Brazier,Conservative,Canterbury,http://www.theyworkforyou.com/mp/julian_brazier/canterbury
10753,Kevin,Brennan,Labour,Cardiff West,http://www.theyworkforyou.com/mp/kevin_brennan/cardiff_west
24741,Andrew,Bridgen,Conservative,North West Leicestershire,http://www.theyworkforyou.com/mp/andrew_bridgen/north_west_leicestershire
24901,Steve,Brine,Conservative,Winchester,http://www.theyworkforyou.com/mp/steve_brine/winchester
11640,James,Brokenshire,Conservative,Old Bexley and Sidcup,http://www.theyworkforyou.com/mp/james_brokenshire/old_bexley_and_sidcup
10754,Annette,Brooke,Liberal Democrat,Mid Dorset and North Poole,http://www.theyworkforyou.com/mp/annette_brooke/mid_dorset_and_north_poole
10068,Gordon,Brown,Labour,Kirkcaldy and Cowdenbeath,http://www.theyworkforyou.com/mp/gordon_brown/kirkcaldy_and_cowdenbeath
11921,Lyn,Brown,Labour,West Ham,http://www.theyworkforyou.com/mp/lyn_brown/west_ham
10069,Nick,Brown,Labour,Newcastle upon Tyne East,http://www.theyworkforyou.com/mp/nick_brown/newcastle_upon_tyne_east
10070,Russell,Brown,Labour,Dumfries and Galloway,http://www.theyworkforyou.com/mp/russell_brown/dumfries_and_galloway
11869,Jeremy,Browne,Liberal Democrat,Taunton Deane,http://www.theyworkforyou.com/mp/jeremy_browne/taunton_deane
24857,Fiona,Bruce,Conservative,Congleton,http://www.theyworkforyou.com/mp/fiona_bruce/congleton
10074,Malcolm,Bruce,Liberal Democrat,Gordon,http://www.theyworkforyou.com/mp/malcolm_bruce/gordon
10761,Chris,Bryant,Labour,Rhondda,http://www.theyworkforyou.com/mp/chris_bryant/rhondda
10075,Karen,Buck,Labour,Westminster North,http://www.theyworkforyou.com/mp/karen_buck/westminster_north
24843,Robert,Buckland,Conservative,South Swindon,http://www.theyworkforyou.com/mp/robert_buckland/south_swindon
10076,Richard,Burden,Labour,"Birmingham, Northfield",http://www.theyworkforyou.com/mp/richard_burden/birmingham%2C_northfield
24844,Aidan,Burley,Conservative,Cannock Chase,http://www.theyworkforyou.com/mp/aidan_burley/cannock_chase
10766,Andy,Burnham,Labour,Leigh,http://www.theyworkforyou.com/mp/andy_burnham/leigh
24780,Conor,Burns,Conservative,Bournemouth West,http://www.theyworkforyou.com/mp/conor_burns/bournemouth_west
10079,Simon,Burns,Conservative,Chelmsford,http://www.theyworkforyou.com/mp/simon_burns/chelmsford
11573,David,Burrowes,Conservative,"Enfield, Southgate",http://www.theyworkforyou.com/mp/david_burrowes/enfield%2C_southgate
10080,Paul,Burstow,Liberal Democrat,Sutton and Cheam,http://www.theyworkforyou.com/mp/paul_burstow/sutton_and_cheam
10770,Alistair,Burt,Conservative,North East Bedfordshire,http://www.theyworkforyou.com/mp/alistair_burt/north_east_bedfordshire
11823,Lorely,Burt,Liberal Democrat,Solihull,http://www.theyworkforyou.com/mp/lorely_burt/solihull
24849,Dan,Byles,Conservative,North Warwickshire,http://www.theyworkforyou.com/mp/dan_byles/north_warwickshire
11360,Liam,Byrne,Labour,"Birmingham, Hodge Hill",http://www.theyworkforyou.com/mp/liam_byrne/birmingham%2C_hodge_hill
10084,Vincent,Cable,Liberal Democrat,Twickenham,http://www.theyworkforyou.com/mp/vincent_cable/twickenham
24740,Alun,Cairns,Conservative,Vale of Glamorgan,http://www.theyworkforyou.com/mp/alun_cairns/vale_of_glamorgan
10775,David,Cairns,Labour,Inverclyde,http://www.theyworkforyou.com/mp/david_cairns/inverclyde
10777,David,Cameron,Conservative,Witney,http://www.theyworkforyou.com/mp/david_cameron/witney
10086,Alan,Campbell,Labour,Tynemouth,http://www.theyworkforyou.com/mp/alan_campbell/tynemouth
10780,Gregory,Campbell,DUP,East Londonderry,http://www.theyworkforyou.com/mp/gregory_campbell/east_londonderry
10088,Menzies,Campbell,Liberal Democrat,North East Fife,http://www.theyworkforyou.com/mp/menzies_campbell/north_east_fife
10089,Ronnie,Campbell,Labour,Blyth Valley,http://www.theyworkforyou.com/mp/ronnie_campbell/blyth_valley
10785,Alistair,Carmichael,Liberal Democrat,Orkney and Shetland,http://www.theyworkforyou.com/mp/alistair_carmichael/orkney_and_shetland
24840,Neil,Carmichael,Conservative,Stroud,http://www.theyworkforyou.com/mp/neil_carmichael/stroud
11621,Douglas,Carswell,Conservative,Clacton,http://www.theyworkforyou.com/mp/douglas_carswell/clacton
10095,William,Cash,Conservative,Stone,http://www.theyworkforyou.com/mp/william_cash/stone
10096,Martin,Caton,Labour,Gower,http://www.theyworkforyou.com/mp/martin_caton/gower
24711,Jenny,Chapman,Labour,Darlington,http://www.theyworkforyou.com/mp/jenny_chapman/darlington
24920,Rehman,Chishti,Conservative,Gillingham and Rainham,http://www.theyworkforyou.com/mp/rehman_chishti/gillingham_and_rainham
10103,Christopher,Chope,Conservative,Christchurch,http://www.theyworkforyou.com/mp/christopher_chope/christchurch
10106,James,Clappison,Conservative,Hertsmere,http://www.theyworkforyou.com/mp/james_clappison/hertsmere
11884,Greg,Clark,Conservative,Tunbridge Wells,http://www.theyworkforyou.com/mp/greg_clark/tunbridge_wells
11963,Katy,Clark,Labour,North Ayrshire and Arran,http://www.theyworkforyou.com/mp/katy_clark/north_ayrshire_and_arran
10115,Kenneth,Clarke,Conservative,Rushcliffe,http://www.theyworkforyou.com/mp/kenneth_clarke/rushcliffe
10116,Tom,Clarke,Labour,"Coatbridge, Chryston and Bellshill",http://www.theyworkforyou.com/mp/tom_clarke/coatbridge%2C_chryston_and_bellshill
11812,Nicholas,Clegg,Liberal Democrat,"Sheffield, Hallam",http://www.theyworkforyou.com/mp/nicholas_clegg/sheffield%2C_hallam
10119,Geoffrey,Clifton-Brown,Conservative,The Cotswolds,http://www.theyworkforyou.com/mp/geoffrey_clifton-brown/the_cotswolds
10120,Ann,Clwyd,Labour,Cynon Valley,http://www.theyworkforyou.com/mp/ann_clwyd/cynon_valley
10121,Vernon,Coaker,Labour,Gedling,http://www.theyworkforyou.com/mp/vernon_coaker/gedling
10122,Ann,Coffey,Labour,Stockport,http://www.theyworkforyou.com/mp/ann_coffey/stockport
24771,Therese,Coffey,Conservative,Suffolk Coastal,http://www.theyworkforyou.com/mp/therese_coffey/suffolk_coastal
24744,Damian,Collins,Conservative,Folkestone and Hythe,http://www.theyworkforyou.com/mp/damian_collins/folkestone_and_hythe
24898,Oliver,Colvile,Conservative,"Plymouth, Sutton and Devonport",http://www.theyworkforyou.com/mp/oliver_colvile/plymouth%2C_sutton_and_devonport
10128,Michael,Connarty,Labour,Linlithgow and East Falkirk,http://www.theyworkforyou.com/mp/michael_connarty/linlithgow_and_east_falkirk
11667,Rosie,Cooper,Labour,West Lancashire,http://www.theyworkforyou.com/mp/rosie_cooper/west_lancashire
10131,Yvette,Cooper,Labour,"Normanton, Pontefract and Castleford",http://www.theyworkforyou.com/mp/yvette_cooper/normanton%2C_pontefract_and_castleford
10133,Jeremy,Corbyn,Labour,Islington North,http://www.theyworkforyou.com/mp/jeremy_corbyn/islington_north
11541,Geoffrey,Cox,Conservative,Torridge and West Devon,http://www.theyworkforyou.com/mp/geoffrey_cox/torridge_and_west_devon
11768,Stephen,Crabb,Conservative,Preseli Pembrokeshire,http://www.theyworkforyou.com/mp/stephen_crabb/preseli_pembrokeshire
10141,David,Crausby,Labour,Bolton North East,http://www.theyworkforyou.com/mp/david_crausby/bolton_north_east
11898,Mary,Creagh,Labour,Wakefield,http://www.theyworkforyou.com/mp/mary_creagh/wakefield
24949,Stella,Creasy,Labour,Walthamstow,http://www.theyworkforyou.com/mp/stella_creasy/walthamstow
24794,Michael,Crockart,Liberal Democrat,Edinburgh West,http://www.theyworkforyou.com/mp/michael_crockart/edinburgh_west
24871,Tracey,Crouch,Conservative,Chatham and Aylesford,http://www.theyworkforyou.com/mp/tracey_crouch/chatham_and_aylesford
10828,Jon,Cruddas,Labour,Dagenham and Rainham,http://www.theyworkforyou.com/mp/jon_cruddas/dagenham_and_rainham
10143,John,Cryer,Labour,Leyton and Wanstead,http://www.theyworkforyou.com/mp/john_cryer/leyton_and_wanstead
24742,Alex,Cunningham,Labour,Stockton North,http://www.theyworkforyou.com/mp/alex_cunningham/stockton_north
10147,Jim,Cunningham,Labour,Coventry South,http://www.theyworkforyou.com/mp/jim_cunningham/coventry_south
10834,Tony,Cunningham,Labour,Workington,http://www.theyworkforyou.com/mp/tony_cunningham/workington
24734,Margaret,Curran,Labour,Glasgow East,http://www.theyworkforyou.com/mp/margaret_curran/glasgow_east
24798,Nicholas,Dakin,Labour,Scunthorpe,http://www.theyworkforyou.com/mp/nicholas_dakin/scunthorpe
24808,Simon,Danczuk,Labour,Rochdale,http://www.theyworkforyou.com/mp/simon_danczuk/rochdale
10153,Alistair,Darling,Labour,Edinburgh South West,http://www.theyworkforyou.com/mp/alistair_darling/edinburgh_south_west
10155,Edward,Davey,Liberal Democrat,Kingston and Surbiton,http://www.theyworkforyou.com/mp/edward_davey/kingston_and_surbiton
10842,Wayne,David,Labour,Caerphilly,http://www.theyworkforyou.com/mp/wayne_david/caerphilly
10157,Ian,Davidson,Labour,Glasgow South West,http://www.theyworkforyou.com/mp/ian_davidson/glasgow_south_west
11719,David,Davies,Conservative,Monmouth,http://www.theyworkforyou.com/mp/david_davies/monmouth
10159,Geraint,Davies,Labour,Swansea West,http://www.theyworkforyou.com/mp/geraint_davies/swansea_west
24739,Glyn,Davies,Conservative,Montgomeryshire,http://www.theyworkforyou.com/mp/glyn_davies/montgomeryshire
11816,Philip,Davies,Conservative,Shipley,http://www.theyworkforyou.com/mp/philip_davies/shipley
10162,David,Davis,Conservative,Haltemprice and Howden,http://www.theyworkforyou.com/mp/david_davis/haltemprice_and_howden
24859,Nick,de Bois,Conservative,Enfield North,http://www.theyworkforyou.com/mp/nick_de_bois/enfield_north
24811,Gloria,De Piero,Labour,Ashfield,http://www.theyworkforyou.com/mp/gloria_de_piero/ashfield
10167,John,Denham,Labour,"Southampton, Itchen",http://www.theyworkforyou.com/mp/john_denham/southampton%2C_itchen
24873,Caroline,Dinenage,Conservative,Gosport,http://www.theyworkforyou.com/mp/caroline_dinenage/gosport
10854,Jonathan,Djanogly,Conservative,Huntingdon,http://www.theyworkforyou.com/mp/jonathan_djanogly/huntingdon
10170,Jim,Dobbin,Labour,Heywood and Middleton,http://www.theyworkforyou.com/mp/jim_dobbin/heywood_and_middleton
10171,Frank,Dobson,Labour,Holborn and St Pancras,http://www.theyworkforyou.com/mp/frank_dobson/holborn_and_st_pancras
24730,Thomas,Docherty,Labour,Dunfermline and West Fife,http://www.theyworkforyou.com/mp/thomas_docherty/dunfermline_and_west_fife
10857,Nigel,Dodds,DUP,Belfast North,http://www.theyworkforyou.com/mp/nigel_dodds/belfast_north
10858,Pat,Doherty,Sinn Fein,West Tyrone,http://www.theyworkforyou.com/mp/pat_doherty/west_tyrone
10172,Jeffrey M,Donaldson,DUP,Lagan Valley,http://www.theyworkforyou.com/mp/jeffrey_m_donaldson/lagan_valley
10173,Brian H,Donohoe,Labour,Central Ayrshire,http://www.theyworkforyou.com/mp/brian_h_donohoe/central_ayrshire
10174,Frank,Doran,Labour,Aberdeen North,http://www.theyworkforyou.com/mp/frank_doran/aberdeen_north
10175,Stephen,Dorrell,Conservative,Charnwood,http://www.theyworkforyou.com/mp/stephen_dorrell/charnwood
11397,Nadine,Dorries,Conservative,Mid Bedfordshire,http://www.theyworkforyou.com/mp/nadine_dorries/mid_bedfordshire
10176,Jim,Dowd,Labour,Lewisham West and Penge,http://www.theyworkforyou.com/mp/jim_dowd/lewisham_west_and_penge
24918,Gemma,Doyle,Labour,West Dunbartonshire,http://www.theyworkforyou.com/mp/gemma_doyle/west_dunbartonshire
24957,Jackie,Doyle-Price,Conservative,Thurrock,http://www.theyworkforyou.com/mp/jackie_doyle-price/thurrock
24903,Richard,Drax,Conservative,South Dorset,http://www.theyworkforyou.com/mp/richard_drax/south_dorset
24825,Jack,Dromey,Labour,"Birmingham, Erdington",http://www.theyworkforyou.com/mp/jack_dromey/birmingham%2C_erdington
11785,James,Duddridge,Conservative,Rochford and Southend East,http://www.theyworkforyou.com/mp/james_duddridge/rochford_and_southend_east
24762,Michael,Dugher,Labour,Barnsley East,http://www.theyworkforyou.com/mp/michael_dugher/barnsley_east
10179,Alan,Duncan,Conservative,Rutland and Melton,http://www.theyworkforyou.com/mp/alan_duncan/rutland_and_melton
10180,Iain,Duncan Smith,Conservative,Chingford and Woodford Green,http://www.theyworkforyou.com/mp/iain_duncan_smith/chingford_and_woodford_green
11696,Philip,Dunne,Conservative,Ludlow,http://www.theyworkforyou.com/mp/philip_dunne/ludlow
11589,Mark,Durkan,Social Democratic and Labour Party,Foyle,http://www.theyworkforyou.com/mp/mark_durkan/foyle
10182,Angela,Eagle,Labour,Wallasey,http://www.theyworkforyou.com/mp/angela_eagle/wallasey
10183,Maria,Eagle,Labour,Garston and Halewood,http://www.theyworkforyou.com/mp/maria_eagle/garston_and_halewood
24743,Jonathan,Edwards,Plaid Cymru,Carmarthen East and Dinefwr,http://www.theyworkforyou.com/mp/jonathan_edwards/carmarthen_east_and_dinefwr
10185,Clive,Efford,Labour,Eltham,http://www.theyworkforyou.com/mp/clive_efford/eltham
24710,Julie,Elliott,Labour,Sunderland Central,http://www.theyworkforyou.com/mp/julie_elliott/sunderland_central
24866,Michael,Ellis,Conservative,Northampton North,http://www.theyworkforyou.com/mp/michael_ellis/northampton_north
24719,Jane,Ellison,Conservative,Battersea,http://www.theyworkforyou.com/mp/jane_ellison/battersea
10186,Louise,Ellman,Labour,"Liverpool, Riverside",http://www.theyworkforyou.com/mp/louise_ellman/liverpool%2C_riverside
11437,Tobias,Ellwood,Conservative,Bournemouth East,http://www.theyworkforyou.com/mp/tobias_ellwood/bournemouth_east
24777,Charlie,Elphicke,Conservative,Dover,http://www.theyworkforyou.com/mp/charlie_elphicke/dover
11534,Natascha,Engel,Labour,North East Derbyshire,http://www.theyworkforyou.com/mp/natascha_engel/north_east_derbyshire
24905,Bill,Esterson,Labour,Sefton Central,http://www.theyworkforyou.com/mp/bill_esterson/sefton_central
24933,George,Eustice,Conservative,Camborne and Redruth,http://www.theyworkforyou.com/mp/george_eustice/camborne_and_redruth
24721,Chris,Evans,Labour,Islwyn,http://www.theyworkforyou.com/mp/chris_evans/islwyn
24883,Graham,Evans,Conservative,Weaver Vale,http://www.theyworkforyou.com/mp/graham_evans/weaver_vale
22650,Jonathan,Evans,Conservative,Cardiff North,http://www.theyworkforyou.com/mp/jonathan_evans/cardiff_north
10190,Nigel,Evans,Conservative,Ribble Valley,http://www.theyworkforyou.com/mp/nigel_evans/ribble_valley
11408,David,Evennett,Conservative,Bexleyheath and Crayford,http://www.theyworkforyou.com/mp/david_evennett/bexleyheath_and_crayford
10193,Michael,Fabricant,Conservative,Lichfield,http://www.theyworkforyou.com/mp/michael_fabricant/lichfield
10194,Michael,Fallon,Conservative,Sevenoaks,http://www.theyworkforyou.com/mp/michael_fallon/sevenoaks
10882,Paul,Farrelly,Labour,Newcastle-under-Lyme,http://www.theyworkforyou.com/mp/paul_farrelly/newcastle-under-lyme
11923,Tim,Farron,Liberal Democrat,Westmorland and Lonsdale,http://www.theyworkforyou.com/mp/tim_farron/westmorland_and_lonsdale
11641,Lynne,Featherstone,Liberal Democrat,Hornsey and Wood Green,http://www.theyworkforyou.com/mp/lynne_featherstone/hornsey_and_wood_green
10197,Frank,Field,Labour,Birkenhead,http://www.theyworkforyou.com/mp/frank_field/birkenhead
10884,Mark,Field,Conservative,Cities of London and Westminster,http://www.theyworkforyou.com/mp/mark_field/cities_of_london_and_westminster
10199,Jim,Fitzpatrick,Labour,Poplar and Limehouse,http://www.theyworkforyou.com/mp/jim_fitzpatrick/poplar_and_limehouse
11843,Robert,Flello,Labour,Stoke-on-Trent South,http://www.theyworkforyou.com/mp/robert_flello/stoke-on-trent_south
10202,Caroline,Flint,Labour,Don Valley,http://www.theyworkforyou.com/mp/caroline_flint/don_valley
10203,Paul,Flynn,Labour,Newport West,http://www.theyworkforyou.com/mp/paul_flynn/newport_west
10208,Don,Foster,Liberal Democrat,Bath,http://www.theyworkforyou.com/mp/don_foster/bath
24805,Yvonne,Fovargue,Labour,Makerfield,http://www.theyworkforyou.com/mp/yvonne_fovargue/makerfield
10213,Liam,Fox,Conservative,North Somerset,http://www.theyworkforyou.com/mp/liam_fox/north_somerset
10900,Hywel,Francis,Labour,Aberavon,http://www.theyworkforyou.com/mp/hywel_francis/aberavon
10901,Mark,Francois,Conservative,Rayleigh and Wickford,http://www.theyworkforyou.com/mp/mark_francois/rayleigh_and_wickford
24817,George,Freeman,Conservative,Mid Norfolk,http://www.theyworkforyou.com/mp/george_freeman/mid_norfolk
24934,Mike,Freer,Conservative,Finchley and Golders Green,http://www.theyworkforyou.com/mp/mike_freer/finchley_and_golders_green
24801,Lorraine,Fullbrook,Conservative,South Ribble,http://www.theyworkforyou.com/mp/lorraine_fullbrook/south_ribble
24787,Richard,Fuller,Conservative,Bedford,http://www.theyworkforyou.com/mp/richard_fuller/bedford
10217,Roger,Gale,Conservative,North Thanet,http://www.theyworkforyou.com/mp/roger_gale/north_thanet
10219,Mike,Gapes,Labour,Ilford South,http://www.theyworkforyou.com/mp/mike_gapes/ilford_south
10220,Barry,Gardiner,Labour,Brent North,http://www.theyworkforyou.com/mp/barry_gardiner/brent_north
10221,Edward,Garnier,Conservative,Harborough,http://www.theyworkforyou.com/mp/edward_garnier/harborough
24824,Mark,Garnier,Conservative,Wyre Forest,http://www.theyworkforyou.com/mp/mark_garnier/wyre_forest
11633,David,Gauke,Conservative,South West Hertfordshire,http://www.theyworkforyou.com/mp/david_gauke/south_west_hertfordshire
10222,Andrew,George,Liberal Democrat,St Ives,http://www.theyworkforyou.com/mp/andrew_george/st_ives
10225,Nick,Gibb,Conservative,Bognor Regis and Littlehampton,http://www.theyworkforyou.com/mp/nick_gibb/bognor_regis_and_littlehampton
24928,Stephen,Gilbert,Liberal Democrat,St Austell and Newquay,http://www.theyworkforyou.com/mp/stephen_gilbert/st_austell_and_newquay
10913,Michelle,Gildernew,Sinn Fein,Fermanagh and South Tyrone,http://www.theyworkforyou.com/mp/michelle_gildernew/fermanagh_and_south_tyrone
10228,Cheryl,Gillan,Conservative,Chesham and Amersham,http://www.theyworkforyou.com/mp/cheryl_gillan/chesham_and_amersham
24763,Sheila,Gilmore,Labour,Edinburgh East,http://www.theyworkforyou.com/mp/sheila_gilmore/edinburgh_east
24917,Pat,Glass,Labour,North West Durham,http://www.theyworkforyou.com/mp/pat_glass/north_west_durham
24839,John,Glen,Conservative,Salisbury,http://www.theyworkforyou.com/mp/john_glen/salisbury
24927,Mary,Glindon,Labour,North Tyneside,http://www.theyworkforyou.com/mp/mary_glindon/north_tyneside
10231,Roger,Godsiff,Labour,"Birmingham, Hall Green",http://www.theyworkforyou.com/mp/roger_godsiff/birmingham%2C_hall_green
10232,Paul,Goggins,Labour,Wythenshawe and Sale East,http://www.theyworkforyou.com/mp/paul_goggins/wythenshawe_and_sale_east
24911,Zac,Goldsmith,Conservative,Richmond Park,http://www.theyworkforyou.com/mp/zac_goldsmith/richmond_park
11421,Helen,Goodman,Labour,Bishop Auckland,http://www.theyworkforyou.com/mp/helen_goodman/bishop_auckland
11804,Robert,Goodwill,Conservative,Scarborough and Whitby,http://www.theyworkforyou.com/mp/robert_goodwill/scarborough_and_whitby
11858,Michael,Gove,Conservative,Surrey Heath,http://www.theyworkforyou.com/mp/michael_gove/surrey_heath
24921,Richard,Graham,Conservative,Gloucester,http://www.theyworkforyou.com/mp/richard_graham/gloucester
24796,Helen,Grant,Conservative,Maidstone and The Weald,http://www.theyworkforyou.com/mp/helen_grant/maidstone_and_the_weald
10240,James,Gray,Conservative,North Wiltshire,http://www.theyworkforyou.com/mp/james_gray/north_wiltshire
10920,Chris,Grayling,Conservative,Epsom and Ewell,http://www.theyworkforyou.com/mp/chris_grayling/epsom_and_ewell
24714,Tom,Greatrex,Labour,Rutherglen and Hamilton West,http://www.theyworkforyou.com/mp/tom_greatrex/rutherglen_and_hamilton_west
10241,Damian,Green,Conservative,Ashford,http://www.theyworkforyou.com/mp/damian_green/ashford
24896,Kate,Green,Labour,Stretford and Urmston,http://www.theyworkforyou.com/mp/kate_green/stretford_and_urmston
11771,Justine,Greening,Conservative,Putney,http://www.theyworkforyou.com/mp/justine_greening/putney
24774,Lilian,Greenwood,Labour,Nottingham South,http://www.theyworkforyou.com/mp/lilian_greenwood/nottingham_south
10243,Dominic,Grieve,Conservative,Beaconsfield,http://www.theyworkforyou.com/mp/dominic_grieve/beaconsfield
11692,Nia,Griffith,Labour,Llanelli,http://www.theyworkforyou.com/mp/nia_griffith/llanelli
24826,Andrew,Griffiths,Conservative,Burton,http://www.theyworkforyou.com/mp/andrew_griffiths/burton
24922,Ben,Gummer,Conservative,Ipswich,http://www.theyworkforyou.com/mp/ben_gummer/ipswich
11531,Andrew,Gwynne,Labour,Denton and Reddish,http://www.theyworkforyou.com/mp/andrew_gwynne/denton_and_reddish
24789,Sam,Gyimah,Conservative,East Surrey,http://www.theyworkforyou.com/mp/sam_gyimah/east_surrey
10251,William,Hague,Conservative,Richmond (Yorks),http://www.theyworkforyou.com/mp/william_hague/richmond_%28yorks%29
10252,Peter,Hain,Labour,Neath,http://www.theyworkforyou.com/mp/peter_hain/neath
24784,Robert,Halfon,Conservative,Harlow,http://www.theyworkforyou.com/mp/robert_halfon/harlow
24865,Duncan,Hames,Liberal Democrat,Chippenham,http://www.theyworkforyou.com/mp/duncan_hames/chippenham
10934,David,Hamilton,Labour,Midlothian,http://www.theyworkforyou.com/mp/david_hamilton/midlothian
10256,Fabian,Hamilton,Labour,Leeds North East,http://www.theyworkforyou.com/mp/fabian_hamilton/leeds_north_east
10257,Philip,Hammond,Conservative,Runnymede and Weybridge,http://www.theyworkforyou.com/mp/philip_hammond/runnymede_and_weybridge
11927,Stephen,Hammond,Conservative,Wimbledon,http://www.theyworkforyou.com/mp/stephen_hammond/wimbledon
24773,Matthew,Hancock,Conservative,West Suffolk,http://www.theyworkforyou.com/mp/matthew_hancock/west_suffolk
10258,Mike,Hancock,Liberal Democrat,Portsmouth South,http://www.theyworkforyou.com/mp/mike_hancock/portsmouth_south
11610,Greg,Hands,Conservative,Chelsea and Fulham,http://www.theyworkforyou.com/mp/greg_hands/chelsea_and_fulham
10259,David,Hanson,Labour,Delyn,http://www.theyworkforyou.com/mp/david_hanson/delyn
10260,Harriet,Harman,Labour,Camberwell and Peckham,http://www.theyworkforyou.com/mp/harriet_harman/camberwell_and_peckham
11588,Mark,Harper,Conservative,Forest of Dean,http://www.theyworkforyou.com/mp/mark_harper/forest_of_dean
24954,Richard,Harrington,Conservative,Watford,http://www.theyworkforyou.com/mp/richard_harrington/watford
24731,Rebecca,Harris,Conservative,Castle Point,http://www.theyworkforyou.com/mp/rebecca_harris/castle_point
10941,Tom,Harris,Labour,Glasgow South,http://www.theyworkforyou.com/mp/tom_harris/glasgow_south
24813,Simon,Hart,Conservative,Carmarthen West and South Pembrokeshire,http://www.theyworkforyou.com/mp/simon_hart/carmarthen_west_and_south_pembrokeshire
10262,Nick,Harvey,Liberal Democrat,North Devon,http://www.theyworkforyou.com/mp/nick_harvey/north_devon
10263,Alan,Haselhurst,Conservative,Saffron Walden,http://www.theyworkforyou.com/mp/alan_haselhurst/saffron_walden
10944,Dai,Havard,Labour,Merthyr Tydfil and Rhymney,http://www.theyworkforyou.com/mp/dai_havard/merthyr_tydfil_and_rhymney
10265,John,Hayes,Conservative,South Holland and The Deepings,http://www.theyworkforyou.com/mp/john_hayes/south_holland_and_the_deepings
10267,Oliver,Heald,Conservative,North East Hertfordshire,http://www.theyworkforyou.com/mp/oliver_heald/north_east_hertfordshire
10268,John,Healey,Labour,Wentworth and Dearne,http://www.theyworkforyou.com/mp/john_healey/wentworth_and_dearne
10269,David,Heath,Liberal Democrat,Somerton and Frome,http://www.theyworkforyou.com/mp/david_heath/somerton_and_frome
24841,Chris,Heaton-Harris,Conservative,Daventry,http://www.theyworkforyou.com/mp/chris_heaton-harris/daventry
11420,John,Hemming,Liberal Democrat,"Birmingham, Yardley",http://www.theyworkforyou.com/mp/john_hemming/birmingham%2C_yardley
24828,Gordon,Henderson,Conservative,Sittingbourne and Sheppey,http://www.theyworkforyou.com/mp/gordon_henderson/sittingbourne_and_sheppey
10682,Mark,Hendrick,Labour,Preston,http://www.theyworkforyou.com/mp/mark_hendrick/preston
10955,Charles,Hendry,Conservative,Wealden,http://www.theyworkforyou.com/mp/charles_hendry/wealden
10274,Stephen,Hepburn,Labour,Jarrow,http://www.theyworkforyou.com/mp/stephen_hepburn/jarrow
11377,Nick,Herbert,Conservative,Arundel and South Downs,http://www.theyworkforyou.com/mp/nick_herbert/arundel_and_south_downs
10958,Lady,Hermon,Independent,North Down,http://www.theyworkforyou.com/mp/lady_hermon/north_down
10961,David,Heyes,Labour,Ashton-under-Lyne,http://www.theyworkforyou.com/mp/david_heyes/ashton-under-lyne
11605,Meg,Hillier,Labour,Hackney South and Shoreditch,http://www.theyworkforyou.com/mp/meg_hillier/hackney_south_and_shoreditch
24881,Julie,Hilling,Labour,Bolton West,http://www.theyworkforyou.com/mp/julie_hilling/bolton_west
